anio,id_ubicacion_anual,x_utm,y_utm,n_registros,ids,tipos,calle1,calle2,anio_origen,anio_destino,distancia_siguiente_m,id_destino,x_destino,y_destino,ids_destino,tipos_destino,calle1_destino,calle2_destino,rango_distancia
2019,2019_484414_2151415,484414.00717493694,2151414.5111565627,1,RVEM005,radar móvil,Entre Florencio Constantino y ,Av. Insurgentes,2019,2020,233.2202581992251,2020_484638_2151351,484638.4048130572,2151350.970706135,VVEF006,radar fijo,Circuito Bicentenario Av. Río Consulado ,y Av. Congreso de la Unión,>100 m
2019,2019_484638_2151351,484638.4048130572,2151350.970706135,1,VVEF006,radar fijo,Circuito Bicentenario Av. Río Consulado ,y Av. Congreso de la Unión,2019,2020,0,2020_484638_2151351,484638.4048130572,2151350.970706135,VVEF006,radar fijo,Circuito Bicentenario Av. Río Consulado ,y Av. Congreso de la Unión,≤10 m
2019,2019_484658_2148101,484657.7959939932,2148100.6684963717,1,,radar móvil,Entre Av. Cuauhtémoc y ,Av. Dr. José María Vértiz,2019,2020,453.80102075699057,2020_485107_2148035,485106.8579642713,2148035.2566221436,JFCF022,radar fijo,Eje Central Lázaro Cárdenas,y Avenida Hidalgo,>100 m
2019,2019_484775_2145529,484775.27174926415,2145529.3128654077,1,,radar móvil,Entre Eje Central Lázaro Cárdenas y ,Av. Doctor José María Vértiz,2019,2020,354.51535068738434,2020_484814_2145882,484813.62861509604,2145881.747092912,RVEF021,radar fijo,Av. Insurgentes Nte.,y Pte. 112,>100 m
2019,2019_484776_2151318,484775.7907100563,2151318.2889615246,1,JFCF010,radar fijo,Eje 4 Pte. Av. Revolución,y Av. Barranca del Muerto,2019,2020,0,2020_484776_2151318,484775.7907100563,2151318.2889615246,JFCF010,radar fijo,Eje 4 Pte. Av. Revolución,y Av. Barranca del Muerto,≤10 m
2019,2019_484811_2152819,484810.5988130709,2152818.746455701,1,RVEF034,radar fijo,Av. Revolución,y Calle 13,2019,2020,0,2020_484811_2152819,484810.5988130709,2152818.746455701,RVEF034,radar fijo,Av. Revolución,y Calle 13,≤10 m
2019,2019_484814_2145882,484813.62861509604,2145881.747092912,1,RVEF021,radar fijo,Av. Insurgentes Nte.,y Pte. 112,2019,2020,0,2020_484814_2145882,484813.62861509604,2145881.747092912,RVEF021,radar fijo,Av. Insurgentes Nte.,y Pte. 112,≤10 m
2019,2019_484821_2140056,484820.9204257583,2140055.863373705,1,RVEF018,radar fijo,Circuito Bicentenario Instituto Técnico Industrial,y Calle Eligio Ancona,2019,2020,0,2020_484821_2140056,484820.9204257583,2140055.863373705,RVEF018,radar fijo,Circuito Bicentenario Instituto Técnico Industrial,y Calle Eligio Ancona,≤10 m
2019,2019_484877_2150049,484877.45224910794,2150048.9073517825,1,VVEF008,radar fijo,Av. Oceanía,y Pablo R. Sidar,2019,2020,0,2020_484877_2150049,484877.45224910794,2150048.9073517825,VVEF008,radar fijo,Av. Oceanía,y Pablo R. Sidar,≤10 m
2019,2019_484972_2154684,484972.4556793939,2154683.6605248,1,VVEF033,radar fijo,Calz. Ignacio Zaragoza,y Anselmo de la Portilla,2019,2020,0,2020_484972_2154684,484972.4556793939,2154683.6605248,VVEF033,radar fijo,Calz. Ignacio Zaragoza,y Anselmo de la Portilla,≤10 m
2019,2019_485107_2148035,485106.8579642713,2148035.2566221436,1,JFCF022,radar fijo,Eje Central Lázaro Cárdenas,y Avenida Hidalgo,2019,2020,0,2020_485107_2148035,485106.8579642713,2148035.2566221436,JFCF022,radar fijo,Eje Central Lázaro Cárdenas,y Avenida Hidalgo,≤10 m
2019,2019_485181_2145907,485180.8785617652,2145907.1585194245,1,VVEF005,radar fijo,Av. Ejército Nacional,y Calle Luis Vives,2019,2020,0,2020_485181_2145907,485180.8785617652,2145907.1585194245,VVEF005,radar fijo,Av. Ejército Nacional,y Calle Luis Vives,≤10 m
2019,2019_485231_2149068,485231.188506412,2149067.9707175293,1,RVEF007,radar fijo,Eje 3 Sur José Peón,y Contreras y José María Bustillos,2019,2020,0,2020_485231_2149068,485231.188506412,2149067.9707175293,RVEF007,radar fijo,Eje 3 Sur José Peón,y Contreras y José María Bustillos,≤10 m
2019,2019_485304_2149977,485304.2230727506,2149977.393897573,2,BFCF006 | BFCF016,radar fijo,Eje 1 Norte Mosqueta - Paseo de la Reforma ,y Eje Central Lázaro Cárdenas,2019,2020,0,2020_485304_2149977,485304.2230727506,2149977.393897573,BFCF005 | BFCF006 | BFCF016,radar fijo,Eje 1 Norte Mosqueta - Paseo de la Reforma ,y Eje Central Lázaro Cárdenas,≤10 m
2019,2019_485311_2137210,485311.3676919761,2137210.303271821,1,RVEF012,radar fijo,Circuito Bicentenario Av. Río Consulado,y Cantón,2019,2020,0,2020_485311_2137210,485311.3676919761,2137210.303271821,RVEF012,radar fijo,Circuito Bicentenario Av. Río Consulado,y Cantón,≤10 m
2019,2019_485338_2143174,485338.0832278885,2143173.5136616807,1,RVEM011,radar móvil,Entre Eje 5 Sur y ,Viaducto,2019,2020,176.2822284110319,2020_485367_2143347,485367.4071642836,2143347.3398127854,RVEM005,radar móvil,Calzada De Tlalpan Y,Calle Elvira Direccion Norte,>100 m
2019,2019_485386_2150045,485385.52322906203,2150045.4661522983,1,RVEM002,radar móvil,Entre Av. Paseo de la Reforma y,Circuito Bicentenario,2019,2020,94.43847163977654,2020_485399_2149952,485398.883502703,2149951.977500506,BFCF019,radar fijo,Eje 1 Poniente Guerrero,y Eje 2 Norte Manuel González,50–100 m
2019,2019_485399_2149952,485398.883502703,2149951.977500506,1,BFCF019,radar fijo,Eje 1 Poniente Guerrero,y Eje 2 Norte Manuel González,2019,2020,0,2020_485399_2149952,485398.883502703,2149951.977500506,BFCF019,radar fijo,Eje 1 Poniente Guerrero,y Eje 2 Norte Manuel González,≤10 m
2019,2019_485473_2150577,485473.0737431347,2150577.1100179497,2,JFCF007 | JFCF015,radar fijo,Eje Central Lázaro Cárdenas,y Av. Ricardo Flores Magón,2019,2020,0,2020_485473_2150577,485473.0737431347,2150577.1100179497,JFCF007 | JFCF015,radar fijo,Eje Central Lázaro Cárdenas,y Av. Ricardo Flores Magón,≤10 m
2019,2019_485488_2151148,485487.5978079811,2151148.0707825944,1,JFCF029,radar fijo,Eje Central ,y Margarita Maza de Juarez,2019,2020,0,2020_485488_2151148,485487.5978079811,2151148.0707825944,JFCF029,radar fijo,Eje Central ,y Margarita Maza de Juarez,≤10 m
2019,2019_485570_2138562,485569.51990425173,2138561.7899608333,1,JFCF013,radar fijo,Jose Maria Izazaga,y Eje Central Lázaro Cárdenas,2019,2020,0,2020_485570_2138562,485569.51990425173,2138561.7899608333,JFCF013,radar fijo,Jose Maria Izazaga,y Eje Central Lázaro Cárdenas,≤10 m
2019,2019_485571_2138579,485571.42404542194,2138578.8288904596,1,JFCF012,radar fijo,Eje 1 Ote. Andrés Molina Enríquez,y Eje 5 Sur Playa Villa del Mar,2019,2020,0,2020_485571_2138579,485571.42404542194,2138578.8288904596,JFCF012,radar fijo,Eje 1 Ote. Andrés Molina Enríquez,y Eje 5 Sur Playa Villa del Mar,≤10 m
2019,2019_485616_2150175,485616.13453553186,2150174.6593402987,1,RVEF016,radar fijo,Eje 5 Av. Montevideo,y Pulacayo,2019,2020,0,2020_485616_2150175,485616.13453553186,2150174.6593402987,RVEF016,radar fijo,Eje 5 Av. Montevideo,y Pulacayo,≤10 m
2019,2019_485648_2145405,485647.84899608017,2145405.1646117377,1,,radar móvil,Entre Viaducto y,Eje 5 Sur,2019,2020,685.6086856793545,2020_485181_2145907,485180.8785617652,2145907.1585194245,VVEF005,radar fijo,Av. Ejército Nacional,y Calle Luis Vives,>100 m
2019,2019_485666_2145496,485666.35475805635,2145496.003788245,1,RVEM012,radar móvil,Entre Calle Fernando Ramírez y ,Viaducto,2019,2020,636.1881405187382,2020_485181_2145907,485180.8785617652,2145907.1585194245,VVEF005,radar fijo,Av. Ejército Nacional,y Calle Luis Vives,>100 m
2019,2019_485940_2154187,485939.93392621673,2154186.928864645,1,VVEF007,radar fijo,Av. Paseo de la Reforma ,e Ignacio Allende,2019,2020,0,2020_485940_2154187,485939.93392621673,2154186.928864645,VVEF007,radar fijo,Av. Paseo de la Reforma ,e Ignacio Allende,≤10 m
2019,2019_485940_2154861,485940.14490418363,2154861.032610049,1,RVEF030,radar fijo,Av. Paseo de la Reforma ,y Estela de Luz,2019,2020,0,2020_485940_2154861,485940.14490418363,2154861.032610049,RVEF030,radar fijo,Av. Paseo de la Reforma ,y Estela de Luz,≤10 m
2019,2019_485983_2155183,485983.1058379334,2155183.2236255654,2,BFCF010 | BFCF011,radar fijo,Av. Instituto Politécnico Nacional ,y Eje 5 Nte Montevideo,2019,2020,0,2020_485983_2155183,485983.1058379334,2155183.2236255654,BFCF010 | BFCF011,radar fijo,Av. Instituto Politécnico Nacional ,y Eje 5 Nte Montevideo,≤10 m
2019,2019_486046_2147961,486046.46831689065,2147960.8121739198,1,BFCF030,radar fijo,Eje 9 Sur Miguel Ángel de Quevedo,y Av. Universidad,2019,2020,0,2020_486046_2147961,486046.46831689065,2147960.8121739198,BFCF030 | BFCF031,radar fijo,Eje 9 Sur Miguel Ángel de Quevedo,y Av. Universidad,≤10 m
2019,2019_486112_2148522,486111.98636422044,2148521.663106274,1,JFCF021,radar fijo,Av. Cuitláhuac ,y Av. Jardín,2019,2020,0,2020_486112_2148522,486111.98636422044,2148521.663106274,JFCF021,radar fijo,Av. Cuitláhuac ,y Av. Jardín,≤10 m
2019,2019_486230_2147701,486230.08932339784,2147700.636394946,1,BFCF004,radar fijo,Circuito Bicentenario Maestro José Vasconcelos,y Av. Benjamín Franklin,2019,2020,0,2020_486230_2147701,486230.08932339784,2147700.636394946,BFCF004 | BFCF035,radar fijo,Circuito Bicentenario Maestro José Vasconcelos,y Av. Benjamín Franklin,≤10 m
2019,2019_486356_2142560,486355.65886277374,2142560.381817535,2,JFCF006 | JFCF014,radar fijo,Eje 6 Sur Playa Pie de la Cuesta,y Eje 1 Ote. Andrés Molina Enríquez,2019,2020,0,2020_486356_2142560,486355.65886277374,2142560.381817535,JFCF006 | JFCF014,radar fijo,Eje 6 Sur Playa Pie de la Cuesta,y Eje 1 Ote. Andrés Molina Enríquez,≤10 m
2019,2019_486402_2143035,486402.21949799213,2143034.936048268,1,JFCF026,radar fijo,Av. Aquiles Serdán ,y Av. Tezozomoc,2019,2020,0,2020_486402_2143035,486402.21949799213,2143034.936048268,JFCF026,radar fijo,Av. Aquiles Serdán ,y Av. Tezozomoc,≤10 m
2019,2019_486607_2146093,486607.0712069568,2146092.685659949,1,RVEM003,radar móvil,Entre Eje 2 Oriente y ,Eje 1 Oriente,2019,2020,906.8631895874385,2020_487430_2145712,487430.19436023873,2145712.068898416,VVEF004,radar fijo,Eje 8 Sur Ermita Iztapalapa,y Rocío,>100 m
2019,2019_486636_2150915,486635.53079561517,2150915.3986570807,1,RVEF019,radar fijo,Av. Constituyentes ,y Camino de los Toros,2019,2020,0,2020_486636_2150915,486635.53079561517,2150915.3986570807,RVEF019,radar fijo,Av. Constituyentes ,y Camino de los Toros,≤10 m
2019,2019_486887_2152669,486887.2027161789,2152668.819478079,3,BFCF029 | BFCF033 | BFCF034,radar fijo,Calzada de Misterios,y Eje 3 Norte Av. Alfredo Robles Domínguez,2019,2020,0,2020_486887_2152669,486887.2027161789,2152668.819478079,BFCF014 | BFCF029 | BFCF033 | BFCF034,radar fijo,Calzada de Misterios,y Eje 3 Norte Av. Alfredo Robles Domínguez,≤10 m
2019,2019_486906_2150856,486905.7239654484,2150856.4105014415,4,BFCF022 | BFCF023 | BFCF024 | BFCF025,radar fijo,"Eje 1 Oriente Av. del Trabajo, Eje 2 Norte Canal del Norte",y Av. Circunvalación,2019,2020,0,2020_486906_2150856,486905.7239654484,2150856.4105014415,BFCF022 | BFCF023 | BFCF024 | BFCF025,radar fijo,"Eje 1 Oriente Av. del Trabajo, Eje 2 Norte Canal del Norte",y Av. Circunvalación,≤10 m
2019,2019_487004_2152610,487004.1482423587,2152609.8438548017,1,,radar móvil,Entre Calz. de los Misterios y ,Vallejo,2019,2020,130.97473128217354,2020_486887_2152669,486887.2027161789,2152668.819478079,BFCF014 | BFCF029 | BFCF033 | BFCF034,radar fijo,Calzada de Misterios,y Eje 3 Norte Av. Alfredo Robles Domínguez,>100 m
2019,2019_487080_2149814,487080.0893753446,2149813.5941462293,1,,radar móvil,Entre Av. del Trabajo y,Congreso de la Unión,2019,2020,1057.2933589435752,2020_486906_2150856,486905.7239654484,2150856.4105014415,BFCF022 | BFCF023 | BFCF024 | BFCF025,radar fijo,"Eje 1 Oriente Av. del Trabajo, Eje 2 Norte Canal del Norte",y Av. Circunvalación,>100 m
2019,2019_487360_2154000,487359.8974110979,2153999.9999422217,1,,radar móvil,Entre Calle Hernández y ,Eje 2 Norte,2019,2020,1412.6151998046428,2020_486887_2152669,486887.2027161789,2152668.819478079,BFCF014 | BFCF029 | BFCF033 | BFCF034,radar fijo,Calzada de Misterios,y Eje 3 Norte Av. Alfredo Robles Domínguez,>100 m
2019,2019_487430_2145712,487430.19436023873,2145712.068898416,1,VVEF004,radar fijo,Eje 8 Sur Ermita Iztapalapa,y Rocío,2019,2020,0,2020_487430_2145712,487430.19436023873,2145712.068898416,VVEF004,radar fijo,Eje 8 Sur Ermita Iztapalapa,y Rocío,≤10 m
2019,2019_487561_2147473,487560.850131518,2147473.176356762,1,RVEF003,radar fijo,Av. Calzada Ignacio Zaragoza,y Azcárraga Vidaurreta,2019,2020,0,2020_487561_2147473,487560.850131518,2147473.176356762,RVEF003,radar fijo,Av. Calzada Ignacio Zaragoza,y Azcárraga Vidaurreta,≤10 m
2019,2019_487616_2152381,487615.8714639883,2152381.421695004,1,,radar móvil,Entre Gran Canal y ,Eje 1 Oriente,2019,2020,783.2979188984073,2020_486887_2152669,486887.2027161789,2152668.819478079,BFCF014 | BFCF029 | BFCF033 | BFCF034,radar fijo,Calzada de Misterios,y Eje 3 Norte Av. Alfredo Robles Domínguez,>100 m
2019,2019_487941_2130256,487940.93806018686,2130256.2070857864,2,JFCF008 | JFCF025,radar fijo,Av. Guadalupe I. Ramírez,y Prol. División del Norte,2019,2020,0,2020_487941_2130256,487940.93806018686,2130256.2070857864,JFCF008 | JFCF025,radar fijo,Av. Guadalupe I. Ramírez,y Prol. División del Norte,≤10 m
2019,2019_489302_2147606,489301.9856727786,2147606.384614436,1,RVEF040,radar fijo,Eje Central Lázaro Cárdenas,y Toribio Medina,2019,2020,0,2020_489302_2147606,489301.9856727786,2147606.384614436,RVEF040,radar fijo,Eje Central Lázaro Cárdenas,y Toribio Medina,≤10 m
2019,2019_489734_2153791,489734.3507137402,2153790.8842317862,1,JFCF020,radar fijo,Calz Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,2019,2020,0,2020_489734_2153791,489734.3507137402,2153790.8842317862,JFCF020,radar fijo,Calz Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,≤10 m
2019,2019_489735_2146499,489735.07854980463,2146498.726246669,1,,radar móvil,Entre Calle 9 y,Av. 12,2019,2020,801.9601567578819,2020_489838_2147294,489838.16025441815,2147294.033894816,VVEF002,radar fijo,Anillo Periférico,y Embarcadero del Parque Ecológico de Xochimilco,>100 m
2019,2019_489838_2147294,489838.16025441815,2147294.033894816,1,VVEF002,radar fijo,Anillo Periférico,y Embarcadero del Parque Ecológico de Xochimilco,2019,2020,0,2020_489838_2147294,489838.16025441815,2147294.033894816,VVEF002,radar fijo,Anillo Periférico,y Embarcadero del Parque Ecológico de Xochimilco,≤10 m
2019,2019_489936_2147296,489935.5857564855,2147295.9711870383,1,RVEF011,radar fijo,Eje Central Lázaro Cárdenas ,y Fortuna,2019,2020,0,2020_489936_2147296,489935.5857564855,2147295.9711870383,RVEF011,radar fijo,Eje Central Lázaro Cárdenas ,y Fortuna,≤10 m
2019,2019_489953_2142872,489952.5537835009,2142872.17467813,1,JFCF011,radar fijo,Eje 3 Pte. Thiers,y Darwin,2019,2020,0,2020_489953_2142872,489952.5537835009,2142872.17467813,JFCF011,radar fijo,Eje 3 Pte. Thiers,y Darwin,≤10 m
2019,2019_489954_2142799,489954.0882078002,2142798.700552957,1,JVEF010,radar fijo,AUN /   Fernando Alencastre,y Av. de los Constituyentes,2019,2020,0,2020_489954_2142799,489954.0882078002,2142798.700552957,JVEF010,radar fijo,AUN /   Fernando Alencastre,y Av. de los Constituyentes,≤10 m
2019,2019_490958_2149247,490957.7433004438,2149246.787605837,1,JVEF008,radar fijo,AUN / Deportivo Israelita /Ing. Zapadores,y Av. del Conscripto,2019,2020,0,2020_490958_2149247,490957.7433004438,2149246.787605837,JVEF008,radar fijo,AUN / Deportivo Israelita /Ing. Zapadores,y Av. del Conscripto,≤10 m
2019,2019_491866_2146060,491865.6707786153,2146060.003478987,1,BFCF009,radar fijo,Calz Gral. Ignacio Zaragoza,y Viaducto,2019,2020,0,2020_491866_2146060,491865.6707786153,2146060.003478987,BFCF009,radar fijo,Calz Gral. Ignacio Zaragoza,y Viaducto,≤10 m
2019,2019_492061_2136096,492060.79437148,2136095.569138875,1,JFCF001,radar fijo,Eje 4 Ote. Canal Rio Churubusco,y Canal de Apatlaco,2019,2020,0,2020_492061_2136096,492060.79437148,2136095.569138875,JFCF001,radar fijo,Eje 4 Ote. Canal Rio Churubusco,y Canal de Apatlaco,≤10 m
2019,2019_493791_2142490,493790.9143492955,2142489.920309619,1,JFCF002,radar fijo,Eje 9 Sur Taxqueña,y Eje 1 Oriente Canal de Miramontes,2019,2020,0,2020_493791_2142490,493790.9143492955,2142489.920309619,JFCF002,radar fijo,Eje 9 Sur Taxqueña,y Eje 1 Oriente Canal de Miramontes,≤10 m
2019,2019_494069_2138759,494069.3082239816,2138759.1778475577,1,RVEF013,radar fijo,Circuito Bicentenario Calz. Melchor Ocampo,y Nezahualpilli,2019,2020,0,2020_494069_2138759,494069.3082239816,2138759.1778475577,RVEF013,radar fijo,Circuito Bicentenario Calz. Melchor Ocampo,y Nezahualpilli,≤10 m
2019,2019_494216_2144648,494216.08878485207,2144647.791159215,1,JVEF009,radar fijo,AUN /Gral. Juan Cabral,y Batalla de Celaya,2019,2020,0,2020_494216_2144648,494216.08878485207,2144647.791159215,JVEF009,radar fijo,AUN /Gral. Juan Cabral,y Batalla de Celaya,≤10 m
2019,2019_494838_2140914,494837.63520902366,2140914.235566915,2,JFCF009 | JFCF016,radar fijo,Eje 6 Sur Av. Luis Méndez,y Carlos L Gracidas,2019,2020,0,2020_494838_2140914,494837.63520902366,2140914.235566915,JFCF009 | JFCF016,radar fijo,Eje 6 Sur Av. Luis Méndez,y Carlos L Gracidas,≤10 m
2019,2019_495549_2143864,495548.6729013247,2143863.883962151,1,VVEF035,radar fijo,Eje 1 Nte. Mosqueta,y Soto,2019,2020,0,2020_495549_2143864,495548.6729013247,2143863.883962151,VVEF035,radar fijo,Eje 1 Nte. Mosqueta,y Soto,≤10 m
2019,2019_495729_2138814,495728.84245129337,2138814.311220906,1,RVEM007,radar móvil,Entre Calle 39 y,Calle 17,2019,2020,1660.4498006492433,2020_494069_2138759,494069.3082239816,2138759.1778475577,RVEF013,radar fijo,Circuito Bicentenario Calz. Melchor Ocampo,y Nezahualpilli,>100 m
2019,2019_497799_2139044,497799.39803833695,2139043.930304309,1,RVEM008,radar móvil,Entre Av. de las Palmas y,Eje 6 Sur,2019,2020,951.3868778029436,2020_498388_2139792,498387.6329406231,2139791.6713630906,JFCF003,radar fijo,Eje 1 Oriente Canal de Miramontes,y Eje 9 Sur Taxqueña y Cerro de Teponaxtle,>100 m
2019,2019_498388_2139792,498387.6329406231,2139791.6713630906,1,JFCF003,radar fijo,Eje 1 Oriente Canal de Miramontes,y Eje 9 Sur Taxqueña y Cerro de Teponaxtle,2019,2020,0,2020_498388_2139792,498387.6329406231,2139791.6713630906,JFCF003,radar fijo,Eje 1 Oriente Canal de Miramontes,y Eje 9 Sur Taxqueña y Cerro de Teponaxtle,≤10 m
2020,2020_477587_2149411,477587.1109403335,2149411.468207614,1,JFCF023,radar fijo,Eje 2 Norte Manuel González,y Eje Central Lázaro Cárdenas,2020,2021,0,2021_477587_2149411,477587.1109403335,2149411.468207614,JFCF023,radar fijo,Eje 2 Norte Manuel González,y Eje Central Lázaro Cárdenas,≤10 m
2020,2020_478706_2138811,478706.3346307974,2138811.0095976684,1,JVEF011,radar fijo,AUN /  Calle 16,y Av. San Antonio,2020,2021,0,2021_478706_2138811,478706.3346307974,2138811.0095976684,JVEF011,radar fijo,AUN /  Calle 16,y Av. San Antonio,≤10 m
2020,2020_478913_2139601,478912.8221599009,2139601.0168050798,1,JVEF012,radar fijo,AUN / Av. Río Becerra ,y 11 de Abril,2020,2021,0,2021_478913_2139601,478912.8221599009,2139601.0168050798,JVEF012,radar fijo,AUN / Av. Río Becerra ,y 11 de Abril,≤10 m
2020,2020_479280_2149332,479279.6852975932,2149331.880051976,1,,radar móvil,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniente,2020,2021,0,2021_479280_2149332,479279.6852975932,2149331.880051976,,radar móvil,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniente,≤10 m
2020,2020_479287_2149337,479287.0396629301,2149337.404308697,1,RVEM007,radar móvil,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniete,2020,2021,0,2021_479287_2149337,479287.0396629301,2149337.404308697,RVEM010,radar móvil,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniete,≤10 m
2020,2020_479599_2155022,479598.8304460184,2155022.343298866,1,RVEF014,radar fijo,Viaducto Río de la Piedad,y 1ro de Mayo,2020,2021,0,2021_479599_2155022,479598.8304460184,2155022.343298866,RVEF014,radar fijo,Viaducto Río de la Piedad,y 1ro de Mayo,≤10 m
2020,2020_479642_2140608,479642.1121701955,2140607.6775308824,1,JVEF014,radar fijo,AUN / Av. Ejército Nacional,y Miguel de Cervantes Saavedra,2020,2021,0,2021_479642_2140608,479642.1121701955,2140607.6775308824,JVEF014,radar fijo,AUN / Av. Ejército Nacional,y Miguel de Cervantes Saavedra,≤10 m
2020,2020_479708_2140605,479708.1162554607,2140605.4127016896,1,JVEF013,radar fijo,AUN / Gobernador José Ceballos,y Av. Constituyentes,2020,2021,0,2021_479708_2140605,479708.1162554607,2140605.4127016896,JVEF013,radar fijo,AUN / Gobernador José Ceballos,y Av. Constituyentes,≤10 m
2020,2020_480032_2138962,480032.4562703695,2138961.7284793,1,RVEM008,radar móvil,Av. Revolución Y ,Calle Rafael Checa,2020,2021,0,2021_480032_2138962,480032.4562703695,2138961.7284793,RVEM011,radar móvil,Av. Revolución Y ,Calle Rafael Checa,≤10 m
2020,2020_480074_2146539,480073.5547555747,2146538.866602322,1,RVEF001,radar fijo,Av. Chapultepec ,y Guaymas,2020,2021,0,2021_480074_2146539,480073.5547555747,2146538.866602322,RVEF001,radar fijo,Av. Chapultepec ,y Guaymas,≤10 m
2020,2020_480140_2141035,480140.17624916753,2141035.1306192167,1,JFCF028,radar fijo,Av. Marina Nacional,y Felipe Carrillo Puerto,2020,2021,0,2021_480140_2141035,480140.17624916753,2141035.1306192167,JFCF028,radar fijo,Av. Marina Nacional,y Felipe Carrillo Puerto,≤10 m
2020,2020_480522_2150855,480521.5908068836,2150854.5661406014,1,RVEF002,radar fijo,Fray Servando Teresa de Mier ,y Cucurpe,2020,2021,0,2021_480522_2150855,480521.5908068836,2150854.5661406014,RVEF002,radar fijo,Fray Servando Teresa de Mier ,y Cucurpe,≤10 m
2020,2020_480661_2145978,480660.9939688194,2145978.3235605294,2,BFCF001 | BFCF002,radar fijo,José María Izazaga ,y José María Pino Suárez,2020,2021,0,2021_480661_2145978,480660.9939688194,2145978.3235605294,BFCF001 | BFCF002,radar fijo,José María Izazaga ,y José María Pino Suárez,≤10 m
2020,2020_480852_2150425,480852.4829398144,2150425.3956408612,2,JFCF027 | JFCF035,radar fijo,Av. Ejército Nacional Mexicano ,y Anillo Periférico Boulevard Manuel Ávila Camacho,2020,2021,0,2021_480852_2150425,480852.4829398144,2150425.3956408612,JFCF027 | JFCF035,radar fijo,Av. Ejército Nacional Mexicano ,y Anillo Periférico Boulevard Manuel Ávila Camacho,≤10 m
2020,2020_481022_2139189,481021.8847857099,2139189.386674418,1,JFCF024,radar fijo,Eje 3 Oriente Ing. Eduardo Molina,y Eje 5 Norte San Juan de Aragón,2020,2021,0,2021_481022_2139189,481021.8847857099,2139189.386674418,JFCF024,radar fijo,Eje 3 Oriente Ing. Eduardo Molina,y Eje 5 Norte San Juan de Aragón,≤10 m
2020,2020_481081_2139219,481080.8376463651,2139218.869400922,3,BFBF008 | BFCF007 | BFCF021,radar fijo,Insurgentes Buenavista,y Eje 1 Norte,2020,2021,0,2021_481081_2139219,481080.8376463651,2139218.869400922,BFBF008 | BFCF007 | BFCF021,radar fijo,Insurgentes Buenavista,y Eje 1 Norte,≤10 m
2020,2020_481509_2145758,481508.7829218684,2145757.569784808,1,RVEM010,radar móvil,Eje 3 Sur Av. Baja California Y,Choapan Direccion Poniente,2020,2021,0,2021_481509_2145758,481508.7829218684,2145757.569784808,,radar móvil,Eje 3 Sur Av. Baja California Y,Choapan Direccion Poniente,≤10 m
2020,2020_481586_2147707,481586.4658871726,2147706.6487749,1,VVEF032,radar fijo,Calz. Vallejo ,y Calle Pino Suárez,2020,2021,0,2021_481586_2147707,481586.4658871726,2147706.6487749,VVEF032,radar fijo,Calz. Vallejo ,y Calle Pino Suárez,≤10 m
2020,2020_481657_2148412,481657.30843529844,2148411.6606288855,1,JFCF018,radar fijo,Calz. Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,2020,2021,0,2021_481657_2148412,481657.30843529844,2148411.6606288855,JFCF018,radar fijo,Calz. Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,≤10 m
2020,2020_481740_2147456,481740.3255781062,2147456.3054555757,1,BFCF026,radar fijo,Chapultepec - Sonora ,y Lieja,2020,2021,0,2021_481740_2147456,481740.3255781062,2147456.3054555757,BFCF026,radar fijo,Chapultepec - Sonora ,y Lieja,≤10 m
2020,2020_482100_2139072,482099.5930145589,2139072.4395822664,1,,radar móvil,Miguel Angel De Quevedo Y ,Calle Delta,2020,2021,0,2021_482100_2139072,482099.5930145589,2139072.4395822664,,radar móvil,Miguel Angel De Quevedo Y ,Calle Delta,≤10 m
2020,2020_482101_2139070,482100.64114490343,2139070.2255005813,1,RVEM012,radar móvil,Alfredo Robles Dominguez Sentido Poniente ,-,2020,2021,0,2021_482101_2139070,482100.64114490343,2139070.2255005813,,radar móvil,Alfredo Robles Dominguez Sentido Poniente ,-,≤10 m
2020,2020_482101_2139071,482100.6422351752,2139071.3320239643,1,RVEM011,radar móvil,Miguel Ángel De Quevedo Y ,Calle Delta Dirección Oriente,2020,2021,0,2021_482101_2139071,482100.6422351752,2139071.3320239643,,radar móvil,Miguel Ángel De Quevedo Y ,Calle Delta Dirección Oriente,≤10 m
2020,2020_482120_2152878,482119.53538082755,2152877.513607224,1,RVEM004,radar móvil,Eje 3 Norte Av. Cuitlahuac Y  ,Calle Piñon Sentido Poniente,2020,2021,0,2021_482120_2152878,482119.53538082755,2152877.513607224,RVEM005,radar móvil,Eje 3 Norte Av. Cuitlahuac Y  ,Calle Piñon Sentido Poniente,≤10 m
2020,2020_482638_2149909,482638.28820150794,2149909.2727574455,1,RVEM003,radar móvil,Ribera De San Cosme Y,Virginia Fabregas Direccion Oriente,2020,2021,0,2021_482638_2149909,482638.28820150794,2149909.2727574455,RVEM004,radar móvil,Ribera De San Cosme Y,Virginia Fabregas Direccion Oriente,≤10 m
